SOrg.	DChl	Material	Material Number	Clt	MTyp	EAN/UPC	Plnt
101	10	000000000000006061	AS GOOD AS IT GETS (DVD) - SPHE	X	ZDVD	5035822646131	111
101	11	000000000000006048	ANACONDA (DVD) - SPHE	X	ZDVD	5035822475830	111
101	10	000000000000006048	ANACONDA (DVD) - SPHE	X	ZDVD	5035822475830	111
101	10	000000000000009342	WONDERLAND (DVD) OTH	X	ZDVD	6004416059342	111
101	11	000000000000009342	WONDERLAND (DVD) OTH	X	ZDVD	6004416059342	111
101	10	000000000000009345	THEY ARE AMONG US (DVD)OTH	X	ZDVD	6004416059359	111
101	11	000000000000009345	THEY ARE AMONG US (DVD)OTH	X	ZDVD	6004416059359	111
101	10	000000000000008992	KILL BILL VOL 1 (DVD) OTH	X	ZDVD	6004416056310	111
101	11	000000000000008992	KILL BILL VOL 1 (DVD) OTH	X	ZDVD	6004416056310	111
101	10	000000000000009346	BEFORE I SAY GOODBYE (DVD) OTH	X	ZDVD	6004416059427	111
101	11	000000000000009346	BEFORE I SAY GOODBYE (DVD) OTH	X	ZDVD	6004416059427	111
101	10	000000000000009347	KILL BILL VOL 2 (DVD)OTH	X	ZDVD	6004416059410	111
101	11	000000000000009347	KILL BILL VOL 2 (DVD)OTH	X	ZDVD	6004416059410	111
101	10	000000000000009348	PAID IN FULL (DVD) OTH	X	ZDVD	6004416059397	111
101	11	000000000000009334	ELVIS HAS LEFT THE BUILDING (DVD) OTH	X	ZDVD	6004416070583	111
101	10	000000000000009340	STRANGER AT THE DOOR (DVD) OTH		ZDVD	6004416059298	111
101	11	000000000000009340	STRANGER AT THE DOOR (DVD) OTH		ZDVD	6004416059298	111
101	10	000000000000009341	I'M WITH LUCY (DVD) OTH	X	ZDVD	6004416059366	111
101	11	000000000000009348	PAID IN FULL (DVD) OTH	X	ZDVD	6004416059397	111
101	10	000000000000009362	SECOND TO DIE (DVD) OTH	X	ZDVD	6004416059557	111
101	11	000000000000009362	SECOND TO DIE (DVD) OTH	X	ZDVD	6004416059557	111
101	10	000000000000009363	SHERLOCK : A CASE OF EVIL (DVD) OTH	X	ZDVD	6004416059571	111
101	11	000000000000009363	SHERLOCK : A CASE OF EVIL (DVD) OTH	X	ZDVD	6004416059571	111
101	10	000000000000009364	PERFECT OPPPOSITES (DVD) OTH	X	ZDVD	6004416059601	111
101	11	000000000000009364	PERFECT OPPPOSITES (DVD) OTH	X	ZDVD	6004416059601	111
101	10	000000000000009366	DUPLEX (DVD)OTH	X	ZDVD	6004416059472	111
101	11	000000000000009366	DUPLEX (DVD)OTH	X	ZDVD	6004416059472	111
101	10	000000000000009367	IRISH EYES (DVD) OTH	X	ZDVD	6004416059502	111
101	11	000000000000009367	IRISH EYES (DVD) OTH	X	ZDVD	6004416059502	111
101	10	000000000000009373	PUNISHER, THE (DVD) SPHE	X	ZDVD	6004416059618	111
101	11	000000000000009373	PUNISHER, THE (DVD) SPHE	X	ZDVD	6004416059618	111
101	10	000000000000009374	BRIGHT YOUNG THINGS (DVD) OTH	X	ZDVD	6004416059526	111
101	11	000000000000009374	BRIGHT YOUNG THINGS (DVD) OTH	X	ZDVD	6004416059526	111
101	10	000000000000009424	KILL BILL VOL 1&2 BOX SET (DVD) OTH	X	ZFIN	6004416059731	111
101	11	000000000000009424	KILL BILL VOL 1&2 BOX SET (DVD) OTH	X	ZFIN	6004416059731	111
111	21	000000000000009424	KILL BILL VOL 1&2 BOX SET (DVD) OTH	X	ZFIN	6004416059731	111
101	10	000000000000009433	NO WITNESS (DVD) OTH	X	ZDVD	6004416059854	111
101	11	000000000000009433	NO WITNESS (DVD) OTH	X	ZDVD	6004416059854	111
101	10	000000000000009434	RONE VIRUS (DVD) OTH	X	ZDVD	6004416059939	111
101	11	000000000000009434	RONE VIRUS (DVD) OTH	X	ZDVD	6004416059939	111
101	10	000000000000009435	REFLEX ACTION (DVD) OTH	X	ZDVD	6004416059892	111
101	11	000000000000009435	REFLEX ACTION (DVD) OTH	X	ZDVD	6004416059892	111
101	10	000000000000009436	DOGVILLE (DVD) OTH		ZDVD	6004416059885	111
101	11	000000000000009436	DOGVILLE (DVD) OTH		ZDVD	6004416059885	111
101	10	000000000000009437	SONNY (DVD) OTH	X	ZDVD	6004416059915	111
101	11	000000000000009437	SONNY (DVD) OTH	X	ZDVD	6004416059915	111
101	10	000000000000009438	ETERNAL SUNSHINE (DVD) OTH	X	ZDVD	6004416059847	111
101	11	000000000000009438	ETERNAL SUNSHINE (DVD) OTH	X	ZDVD	6004416059847	111
101	10	000000000000009461	HAPPY ENDINGS (DVD) OTH		ZDVD	6004416072785	111
101	11	000000000000009461	HAPPY ENDINGS (DVD) OTH		ZDVD	6004416072785	111
101	10	000000000000009478	SYLVIA  (DVD) OTH	X	ZDVD	6004416060072	111
101	11	000000000000009478	SYLVIA  (DVD) OTH	X	ZDVD	6004416060072	111
101	10	000000000000009479	ACTORS, THE (DVD) OTH	X	ZDVD	6004416060027	111
101	11	000000000000009479	ACTORS, THE (DVD) OTH	X	ZDVD	6004416060027	111
101	10	000000000000009480	BOYS FROM COUNTY CLARE (DVD) OTH	X	ZDVD	6004416062915	111
101	11	000000000000009480	BOYS FROM COUNTY CLARE (DVD) OTH	X	ZDVD	6004416062915	111
101	10	000000000000009482	SUSPECT ZERO  (DVD) SPHE	X	ZDVD	6004416063028	111
101	11	000000000000009482	SUSPECT ZERO  (DVD) SPHE	X	ZDVD	6004416063028	111
101	10	000000000000009488	RARE BIRDS (DVD) OTH	X	ZDVD	6004416062908	111
101	11	000000000000009488	RARE BIRDS (DVD) OTH	X	ZDVD	6004416062908	111
101	10	000000000000009489	GODSEND (DVD) OTH	X	ZDVD	6004416060003	111
101	11	000000000000009489	GODSEND (DVD) OTH	X	ZDVD	6004416060003	111
101	10	000000000000009288	GIRL WITH A PEARL EARRING (DVD) OTH	X	ZDVD	6004416059090	111
101	11	000000000000009288	GIRL WITH A PEARL EARRING (DVD) OTH	X	ZDVD	6004416059090	111
101	10	000000000000009316	TILL THE CLOUDS ROLL BY (DVD) OTH	X	ZDVD	6004416089127	111
101	11	000000000000009316	TILL THE CLOUDS ROLL BY (DVD) OTH	X	ZDVD	6004416089127	111
101	10	000000000000009317	LITTLE PRINCESS , THE (DVD) OTH	X	ZDVD	6004416089097	111
101	11	000000000000009317	LITTLE PRINCESS , THE (DVD) OTH	X	ZDVD	6004416089097	111
101	10	000000000000009318	LAST TIME I SAW PARIS ,THE (DVD) OTH	X	ZDVD	6004416089110	111
101	11	000000000000009318	LAST TIME I SAW PARIS ,THE (DVD) OTH	X	ZDVD	6004416089110	111
101	10	000000000000009319	STAR IS BORN ,A (DVD) OTH	X	ZDVD	6004416089134	111
101	11	000000000000009319	STAR IS BORN ,A (DVD) OTH	X	ZDVD	6004416089134	111
101	11	000000000000008483	ABANDON (DVD) OTH		ZDVD	6004416048940	111
101	10	000000000000008483	ABANDON (DVD) OTH		ZDVD	6004416048940	111
101	11	000000000000008472	ST ANDREW'S GIRLS (DVD) OTH	X	ZDVD	6004416048896	111
101	10	000000000000008472	ST ANDREW'S GIRLS (DVD) OTH	X	ZDVD	6004416048896	111
101	11	000000000000008392	STARK RAVING MAD (DVD)OTH	X	ZDVD	6004416048728	111
101	10	000000000000008392	STARK RAVING MAD (DVD)OTH	X	ZDVD	6004416048728	111
101	11	000000000000008188	FUNNY PEOPLE 2 (DVD)OTH		ZDVD	6004416047004	111
101	10	000000000000008188	FUNNY PEOPLE 2 (DVD)OTH		ZDVD	6004416047004	111
101	10	000000000000009334	ELVIS HAS LEFT THE BUILDING (DVD) OTH	X	ZDVD	6004416070583	111
101	11	000000000000006367	CARMEN (DVD) SPHE	X	ZDVD	5035822053038	111
101	10	000000000000006367	CARMEN (DVD) SPHE	X	ZDVD	5035822053038	111
101	11	000000000000006281	UNIVERSAL SOLDIER 2 THE RETURN(DVD)SPHE	X	ZDVD	5035822920132	111
101	10	000000000000006281	UNIVERSAL SOLDIER 2 THE RETURN(DVD)SPHE	X	ZDVD	5035822920132	111
101	10	000000000000006189	GHOSTBUSTERS CE (DVD) - SPHE	X	ZDVD	5035822048836	111
101	10	000000000000009536	NAKED TEMPTATION (DVD) OTH	X	ZDVD	6004416065442	111
101	11	000000000000009536	NAKED TEMPTATION (DVD) OTH	X	ZDVD	6004416065442	111
101	10	000000000000009537	DANGEROUS SEX GAMES (DVD) OTH	X	ZDVD	6004416066579	111
101	11	000000000000009537	DANGEROUS SEX GAMES (DVD) OTH	X	ZDVD	6004416066579	111
101	10	000000000000009539	EROTIC DESIRES (DVD) OTH	X	ZDVD	6004416063547	111
101	11	000000000000009539	EROTIC DESIRES (DVD) OTH	X	ZDVD	6004416063547	111
101	10	000000000000009546	LAST TUNNEL ,THE (DVD) OTH	X	ZDVD	6004416063325	111
101	11	000000000000009546	LAST TUNNEL ,THE (DVD) OTH	X	ZDVD	6004416063325	111
101	10	000000000000009547	BETRAYED (DVD) OTH	X	ZDVD	6004416063455	111
101	11	000000000000009547	BETRAYED (DVD) OTH	X	ZDVD	6004416063455	111
101	10	000000000000009549	LUTHER (DVD) OTH	X	ZDVD	6004416063349	111
101	11	000000000000009549	LUTHER (DVD) OTH	X	ZDVD	6004416063349	111
101	10	000000000000009553	INTO THE SUN (DVD) SPHE	X	ZDVD	6004416063387	111
101	11	000000000000009553	INTO THE SUN (DVD) SPHE	X	ZDVD	6004416063387	111
101	10	000000000000009554	FATAL LESSONS (DVD) OTH	X	ZDVD	6004416063394	111
101	11	000000000000009554	FATAL LESSONS (DVD) OTH	X	ZDVD	6004416063394	111
101	10	000000000000009556	MOSCOW HEAT (DVD) OTH	X	ZDVD	6004416063417	111
101	11	000000000000009556	MOSCOW HEAT (DVD) OTH	X	ZDVD	6004416063417	111
101	10	000000000000009557	COMPANY, THE (DVD) OTH	X	ZDVD	6004416063431	111
101	11	000000000000009557	COMPANY, THE (DVD) OTH	X	ZDVD	6004416063431	111
101	10	000000000000009571	DRACULA 3 LEGACY - 2005 (DVD) OTH	X	ZDVD	6004416073850	111
101	11	000000000000009571	DRACULA 3 LEGACY - 2005 (DVD) OTH	X	ZDVD	6004416073850	111
101	10	000000000000009572	HELLRAISER 8: HELLWORLD (DVD) OTH	X	ZDVD	6004416074055	111
101	11	000000000000009572	HELLRAISER 8: HELLWORLD (DVD) OTH	X	ZDVD	6004416074055	111
101	10	000000000000009589	DOOR IN THE FLOOR (DVD) OTH	X	ZDVD	6004416064629	111
101	11	000000000000009589	DOOR IN THE FLOOR (DVD) OTH	X	ZDVD	6004416064629	111
101	10	000000000000010038	WORLD CINEMA 2 BOX SET (DVD) OTH	X	ZFIN	6004416069143	111
101	11	000000000000010038	WORLD CINEMA 2 BOX SET (DVD) OTH	X	ZFIN	6004416069143	111
101	10	000000000000010039	ROMANCE  BOX SET (DVD) OTH	X	ZFIN	6004416069150	111
101	11	000000000000010039	ROMANCE  BOX SET (DVD) OTH	X	ZFIN	6004416069150	111
101	10	000000000000010040	COMEDY COLLECTION BOX SET (DVD) OTH	X	ZFIN	6004416069167	111
101	11	000000000000010040	COMEDY COLLECTION BOX SET (DVD) OTH	X	ZFIN	6004416069167	111
101	10	000000000000009612	GRAVEYARD, THE (DVD) OTH	X	ZDVD	6004416067088	111
101	11	000000000000009612	GRAVEYARD, THE (DVD) OTH	X	ZDVD	6004416067088	111
101	10	000000000000009613	5 CHILDREN & IT (DVD) OTH	X	ZDVD	6004416068153	111
101	11	000000000000009613	5 CHILDREN & IT (DVD) OTH	X	ZDVD	6004416068153	111
101	10	000000000000009615	SIMPLE LIES  (DVD) OTH	X	ZDVD	6004416068160	111
101	11	000000000000009615	SIMPLE LIES  (DVD) OTH	X	ZDVD	6004416068160	111
101	10	000000000000009645	STORY OF AN AFRICAN FARM (DVD) OTH	X	ZDVD	6004416064872	111
101	11	000000000000009645	STORY OF AN AFRICAN FARM (DVD) OTH	X	ZDVD	6004416064872	111
101	10	000000000000010061	TUTENSTEIN VOL 2 (DVD) OTH	X	ZDVD	6004416069440	111
101	11	000000000000010061	TUTENSTEIN VOL 2 (DVD) OTH	X	ZDVD	6004416069440	111
101	10	000000000000009673	PRINCE AND ME, THE (DVD) OTH	X	ZDVD	6004416065800	111
101	11	000000000000009673	PRINCE AND ME, THE (DVD) OTH	X	ZDVD	6004416065800	111
101	10	000000000000009695	MEAN CREEK  (DVD) OTH	X	ZDVD	6004416070194	111
101	11	000000000000009695	MEAN CREEK  (DVD) OTH	X	ZDVD	6004416070194	111
101	10	000000000000009716	VANITY FAIR (DVD) OTH	X	ZDVD	6004416065930	111
101	11	000000000000009716	VANITY FAIR (DVD) OTH	X	ZDVD	6004416065930	111
101	10	000000000000009717	MIMIC 3: SENTINEL (DVD) OTH	X	ZDVD	6004416065961	111
101	11	000000000000009717	MIMIC 3: SENTINEL (DVD) OTH	X	ZDVD	6004416065961	111
101	11	000000000000009723	FLYER , THE (DVD) OTH		ZDVD	6004416066036	111
101	10	000000000000009759	TIM MCGRAW :THE VIDEO COLLECTION(DVD)OTH	X	ZDVD	5034741247214	111
101	11	000000000000009759	TIM MCGRAW :THE VIDEO COLLECTION(DVD)OTH	X	ZDVD	5034741247214	111
101	10	000000000000009763	LAND BEFORE TIME 1 (DVD) UNI	X	ZDVD	6004416066852	111
101	10	000000000000009767	2ND STAR TO THE LEFT (DVD) OTHER	X	ZDVD	6004416066890	111
101	11	000000000000009767	2ND STAR TO THE LEFT (DVD) OTHER	X	ZDVD	6004416066890	111
101	10	000000000000009790	PERFECT NEIGHBOUR (DVD) OTH		ZDVD	6004416067712	111
101	11	000000000000009790	PERFECT NEIGHBOUR (DVD) OTH		ZDVD	6004416067712	111
101	10	000000000000009793	BLIND TERROR (DVD) OTH	X	ZDVD	6004416070415	111
101	11	000000000000009793	BLIND TERROR (DVD) OTH	X	ZDVD	6004416070415	111
101	10	000000000000009796	VIEW OF TERROR (DVD) OTH	X	ZDVD	6004416072792	111
101	11	000000000000009796	VIEW OF TERROR (DVD) OTH	X	ZDVD	6004416072792	111
101	10	000000000000009797	7 SECONDS (DVD) SPHE	X	ZDVD	6004416067729	111
101	11	000000000000009797	7 SECONDS (DVD) SPHE	X	ZDVD	6004416067729	111
101	10	000000000000009803	LADIES IN LAVENDER (DVD) OTH		ZDVD	6004416067736	111
101	11	000000000000009803	LADIES IN LAVENDER (DVD) OTH		ZDVD	6004416067736	111
101	10	000000000000009804	DRIVE BY (DVD) OTH	X	ZDVD	6004416067880	111
101	11	000000000000009804	DRIVE BY (DVD) OTH	X	ZDVD	6004416067880	111
101	10	000000000000009806	CARMEN IN KHAYELITSHA (DVD) OTH	X	ZDVD	6004416067774	111
101	11	000000000000009806	CARMEN IN KHAYELITSHA (DVD) OTH	X	ZDVD	6004416067774	111
101	10	000000000000009809	TODAY YOU DIE (DVD) OTH	X	ZDVD	6004416067941	111
101	11	000000000000009809	TODAY YOU DIE (DVD) OTH	X	ZDVD	6004416067941	111
101	10	000000000000009810	SOUTH OF HEAVEN WEST OF HELL (DVD)OTH	X	ZDVD	6004416067934	111
101	11	000000000000009810	SOUTH OF HEAVEN WEST OF HELL (DVD)OTH	X	ZDVD	6004416067934	111
101	10	000000000000009828	DEAD SILENCE (DVD) OTH	X	ZDVD	6004416068009	111
101	11	000000000000009828	DEAD SILENCE (DVD) OTH	X	ZDVD	6004416068009	111
101	10	000000000000009829	WICKER PARK (DVD) OTH	X	ZDVD	6004416067996	111
101	11	000000000000009829	WICKER PARK (DVD) OTH	X	ZDVD	6004416067996	111
101	10	000000000000009840	BASIL BRUSH VOL 1 EPS 2 (DVD) OTH	X	ZDVD	6004416068092	111
101	11	000000000000009840	BASIL BRUSH VOL 1 EPS 2 (DVD) OTH	X	ZDVD	6004416068092	111
101	10	000000000000009866	CONNIE & CARLA (DVD) OTH		ZDVD	6004416068177	111
101	11	000000000000009866	CONNIE & CARLA (DVD) OTH		ZDVD	6004416068177	111
101	10	000000000000009869	LIFE & DEATH OF PETER SELLERS (DVD) OTH	X	ZDVD	6004416066739	111
101	11	000000000000009869	LIFE & DEATH OF PETER SELLERS (DVD) OTH	X	ZDVD	6004416066739	111
101	10	000000000000009886	AVENGING APES OF AFRICA (DVD) OTH	X	ZDVD	6004416068313	111
101	11	000000000000009886	AVENGING APES OF AFRICA (DVD) OTH	X	ZDVD	6004416068313	111
101	10	000000000000009888	WHEN WILL I BE LOVED (DVD) OTH	X	ZDVD	6004416067071	111
101	11	000000000000009888	WHEN WILL I BE LOVED (DVD) OTH	X	ZDVD	6004416067071	111
101	10	000000000000009889	BROTHERS GRIMM  (DVD) OTH	X	ZDVD	6004416073058	111
101	11	000000000000009889	BROTHERS GRIMM  (DVD) OTH	X	ZDVD	6004416073058	111
101	10	000000000000009894	PERSONAL EFFECTS (DVD) OTH	X	ZDVD	6004416066623	111
101	11	000000000000009894	PERSONAL EFFECTS (DVD) OTH	X	ZDVD	6004416066623	111
101	10	000000000000009950	DROP DEAD SEXY (DVD) OTH	X	ZDVD	6004416070569	111
101	11	000000000000009950	DROP DEAD SEXY (DVD) OTH	X	ZDVD	6004416070569	111
101	10	000000000000009952	TRACKS  (DVD) OTH	X	ZDVD	6004416070248	111
101	11	000000000000009952	TRACKS  (DVD) OTH	X	ZDVD	6004416070248	111
101	10	000000000000009954	LUCKY 13  (DVD) OTH	X	ZDVD	6004416070217	111
101	11	000000000000009954	LUCKY 13  (DVD) OTH	X	ZDVD	6004416070217	111
101	10	000000000000009957	HOTEL RWANDA (DVD) OTH	X	ZDVD	6004416068443	111
101	11	000000000000009957	HOTEL RWANDA (DVD) OTH	X	ZDVD	6004416068443	111
101	10	000000000000009959	LAYER CAKE (DVD) SPHE	X	ZDVD	6004416066593	111
101	11	000000000000009959	LAYER CAKE (DVD) SPHE	X	ZDVD	6004416066593	111
101	10	000000000000009991	ROMEO &JULIET:SEALED WITH A KISS(DVD)OTH	X	ZDVD	6004416068467	111
101	11	000000000000009991	ROMEO &JULIET:SEALED WITH A KISS(DVD)OTH	X	ZDVD	6004416068467	111
101	10	000000000000009992	FAIRY TALE CHRISTMAS ,A (DVD)OTH	X	ZDVD	6004416069457	111
101	11	000000000000009992	FAIRY TALE CHRISTMAS ,A (DVD)OTH	X	ZDVD	6004416069457	111
101	10	000000000000009993	KIDDO THE SUPER TRUCK (DVD) OTH	X	ZDVD	6004416069334	111
101	11	000000000000009993	KIDDO THE SUPER TRUCK (DVD) OTH	X	ZDVD	6004416069334	111
101	10	000000000000009994	FREEZE FRAME (DVD) OTH	X	ZDVD	6004416069297	111
101	10	000000000000009495	YOU GOT SERVED (DVD) SPHE	X	ZDVD	6004416063110	111
101	11	000000000000009495	YOU GOT SERVED (DVD) SPHE	X	ZDVD	6004416063110	111
101	10	000000000000009509	MAY (DVD) OTH	X	ZDVD	6004416060058	111
101	11	000000000000009509	MAY (DVD) OTH	X	ZDVD	6004416060058	111
101	10	000000000000009510	GINGER SNAPS 2 UNLEASHED (DVD) OTH	X	ZDVD	6004416060089	111
101	11	000000000000009510	GINGER SNAPS 2 UNLEASHED (DVD) OTH	X	ZDVD	6004416060089	111
101	10	000000000000009511	PILOT'S WIFE , THE (DVD) OTH	X	ZDVD	6004416062946	111
101	11	000000000000009511	PILOT'S WIFE , THE (DVD) OTH	X	ZDVD	6004416062946	111
101	10	000000000000009512	CIVIL BRAND (DVD) OTH	X	ZDVD	6004416063035	111
101	11	000000000000009512	CIVIL BRAND (DVD) OTH	X	ZDVD	6004416063035	111
101	10	000000000000009513	EDGE OF MADNESS (DVD) OTH	X	ZDVD	6004416063127	111
101	11	000000000000009513	EDGE OF MADNESS (DVD) OTH	X	ZDVD	6004416063127	111
101	10	000000000000009514	BREAKING DAWN (DVD) OTH	X	ZDVD	6004416063073	111
101	11	000000000000009514	BREAKING DAWN (DVD) OTH	X	ZDVD	6004416063073	111
101	10	000000000000009515	JERSEY GIRL (DVD)	X	ZDVD	6004416063134	111
101	11	000000000000009515	JERSEY GIRL (DVD)	X	ZDVD	6004416063134	111
101	10	000000000000009517	SAVING EMILY (DVD) OTH	X	ZDVD	6004416060096	111
101	11	000000000000009517	SAVING EMILY (DVD) OTH	X	ZDVD	6004416060096	111
101	10	000000000000009518	GINGER SNAPS 3 BACK (DVD) OTH	X	ZDVD	6004416063141	111
101	11	000000000000009518	GINGER SNAPS 3 BACK (DVD) OTH	X	ZDVD	6004416063141	111
101	10	000000000000009519	STATE PROPERTY (DVD) OTH	X	ZDVD	6004416063172	111
101	11	000000000000009519	STATE PROPERTY (DVD) OTH	X	ZDVD	6004416063172	111
101	10	000000000000009534	GODSEND RETAIL (DVD) OTH		ZDVD	6004416063288	111
101	11	000000000000009534	GODSEND RETAIL (DVD) OTH		ZDVD	6004416063288	111
101	11	000000000000009994	FREEZE FRAME (DVD) OTH	X	ZDVD	6004416069297	111
101	10	000000000000009995	ASSAULT ON PRECINCT 13 (DVD) OTH	X	ZDVD	6004416069341	111
101	11	000000000000010010	CRAZY MONKEY  (DVD) OTH	X	ZDVD	6004416069426	111
101	10	000000000000010011	12 DOGS OF CHRISTMAS (DVD) OTH	X	ZDVD	6004416069433	111
101	11	000000000000010011	12 DOGS OF CHRISTMAS (DVD) OTH	X	ZDVD	6004416069433	111
101	10	000000000000010019	HAUNTED PUMPKIN OF SLEEPY HOLLOW(DVD)OTH	X	ZDVD	6004416073973	111
101	11	000000000000009995	ASSAULT ON PRECINCT 13 (DVD) OTH	X	ZDVD	6004416069341	111
101	10	000000000000009996	IN GOOD COMPANY  (DVD) OTH	X	ZDVD	6004416069372	111
101	11	000000000000009996	IN GOOD COMPANY  (DVD) OTH	X	ZDVD	6004416069372	111
101	10	000000000000009997	CURSED  (DVD) OTH	X	ZDVD	6004416069396	111
101	11	000000000000009997	CURSED  (DVD) OTH	X	ZDVD	6004416069396	111
101	10	000000000000009998	HIT ME  (DVD) OTH	X	ZDVD	6004416069549	111
101	11	000000000000009998	HIT ME  (DVD) OTH	X	ZDVD	6004416069549	111
101	10	000000000000009999	FIGHTING TOMMY RILEY (DVD) OTH	X	ZDVD	6004416069402	111
101	11	000000000000010019	HAUNTED PUMPKIN OF SLEEPY HOLLOW(DVD)OTH	X	ZDVD	6004416073973	111
101	10	000000000000010023	HUSH (DVD) OTH	X	ZDVD	6004416070422	111
101	10	000000000000009542	DIARY OF SEDUCTION (DVD) OTH	X	ZDVD	6004416065947	111
101	11	000000000000009542	DIARY OF SEDUCTION (DVD) OTH	X	ZDVD	6004416065947	111
101	10	000000000000009543	DEVIANT VIXENS VOL 1(DVD) OTH	X	ZDVD	6004416069341	111
101	11	000000000000009543	DEVIANT VIXENS VOL 1(DVD) OTH	X	ZDVD	6004416069341	111
101	10	000000000000009544	DEVIANT VIXENS VOL 2 (DVD) OTH	X	ZDVD	6004416070187	111
101	11	000000000000009544	DEVIANT VIXENS VOL 2 (DVD) OTH	X	ZDVD	6004416070187	111
101	11	000000000000010023	HUSH (DVD) OTH	X	ZDVD	6004416070422	111
101	10	000000000000010025	TRIPPING WIRE (DVD) OTH	X	ZDVD	6004416070521	111
101	11	000000000000010025	TRIPPING WIRE (DVD) OTH	X	ZDVD	6004416070521	111
101	10	000000000000010027	ALIBI , THE (DVD) OTH	X	ZDVD	6004416070538	111
101	11	000000000000010027	ALIBI , THE (DVD) OTH	X	ZDVD	6004416070538	111
101	10	000000000000010028	PARTNERS (DVD) OTH	X	ZDVD	6004416069860	111
101	11	000000000000009999	FIGHTING TOMMY RILEY (DVD) OTH	X	ZDVD	6004416069402	111
101	10	000000000000010000	MILLIONS (DVD) OTH	X	ZDVD	6004416069389	111
101	11	000000000000010000	MILLIONS (DVD) OTH	X	ZDVD	6004416069389	111
101	10	000000000000010001	DEEPWATER (2005)  (DVD) OTH	X	ZDVD	6004416069365	111
101	10	000000000000009550	WHIRLY GIRL (DVD) OTH	X	ZDVD	6004416063356	111
101	11	000000000000009550	WHIRLY GIRL (DVD) OTH	X	ZDVD	6004416063356	111
101	11	000000000000010028	PARTNERS (DVD) OTH	X	ZDVD	6004416069860	111
101	10	000000000000010030	THRILLERS & SERIAL KILLERS BOX SET (DVD)	X	ZFIN	6004416069068	111
101	11	000000000000010030	THRILLERS & SERIAL KILLERS BOX SET (DVD)	X	ZFIN	6004416069068	111
101	10	000000000000010032	SUSPENSE 1 BOX SET (DVD) OTH	X	ZFIN	6004416069082	111
101	11	000000000000010032	SUSPENSE 1 BOX SET (DVD) OTH	X	ZFIN	6004416069082	111
101	10	000000000000010033	DRAMA  BOX SET  (DVD) OTH	X	ZFIN	6004416069099	111
101	11	000000000000010033	DRAMA  BOX SET  (DVD) OTH	X	ZFIN	6004416069099	111
101	10	000000000000010034	WORLD CINEMA 1 BOX SET (DVD) OTH	X	ZFIN	6004416069105	111
101	10	000000000000009558	ELLA ENCHANTED (DVD) OTH	X	ZDVD	6004416063448	111
101	11	000000000000009558	ELLA ENCHANTED (DVD) OTH	X	ZDVD	6004416063448	111
101	11	000000000000010034	WORLD CINEMA 1 BOX SET (DVD) OTH	X	ZFIN	6004416069105	111
101	10	000000000000010035	TEEN 1 BOX SET (DVD) OTH	X	ZFIN	6004416069112	111
101	11	000000000000010035	TEEN 1 BOX SET (DVD) OTH	X	ZFIN	6004416069112	111
101	10	000000000000010037	HORROR 2 BOX SET (DVD) OTH	X	ZFIN	6004416069136	111
101	10	000000000000009578	DEADLY VISIONS (DVD) OTH	X	ZDVD	6004416063516	111
101	11	000000000000009578	DEADLY VISIONS (DVD) OTH	X	ZDVD	6004416063516	111
101	10	000000000000009584	HOUSE OF A 1000 CORPSES (DVD) OTH	X	ZDVD	6004416064605	111
101	11	000000000000009584	HOUSE OF A 1000 CORPSES (DVD) OTH	X	ZDVD	6004416064605	111
101	10	000000000000009585	OPEN WATER (DVD) OTH	X	ZDVD	6004416064643	111
101	11	000000000000009585	OPEN WATER (DVD) OTH	X	ZDVD	6004416064643	111
101	10	000000000000009586	GET WELL SOON (DVD) OTH		ZDVD	6004416064667	111
101	11	000000000000009586	GET WELL SOON (DVD) OTH		ZDVD	6004416064667	111
101	11	000000000000010001	DEEPWATER (2005)  (DVD) OTH	X	ZDVD	6004416069365	111
101	10	000000000000010002	FREESTYLE (DVD) OTH	X	ZDVD	6004416069303	111
101	10	000000000000009587	BRIDE AND PREJUDICE (DVD) OTH	X	ZDVD	6004416064612	111
101	11	000000000000009587	BRIDE AND PREJUDICE (DVD) OTH	X	ZDVD	6004416064612	111
101	10	000000000000009588	TOUCHING THE  VOID (DVD) OTH	X	ZDVD	6004416064650	111
101	11	000000000000009588	TOUCHING THE  VOID (DVD) OTH	X	ZDVD	6004416064650	111
101	11	000000000000010037	HORROR 2 BOX SET (DVD) OTH	X	ZFIN	6004416069136	111
101	10	000000000000010041	TEEN 2  BOX SET (DVD) OTH	X	ZFIN	6004416069174	111
101	10	000000000000009603	LOVER'S REVENGE , A (DVD) OTH	X	ZDVD	6004416072808	111
101	11	000000000000009603	LOVER'S REVENGE , A (DVD) OTH	X	ZDVD	6004416072808	111
101	10	000000000000009606	XXX 2 - THE NEXT LEVEL (DVD) SPHE	X	ZDVD	6004416066722	111
101	11	000000000000009606	XXX 2 - THE NEXT LEVEL (DVD) SPHE	X	ZDVD	6004416066722	111
101	10	000000000000009608	FRANKENSTEIN (DVD) OTH		ZDVD	6004416066999	111
101	11	000000000000009608	FRANKENSTEIN (DVD) OTH		ZDVD	6004416066999	111
101	11	000000000000010041	TEEN 2  BOX SET (DVD) OTH	X	ZFIN	6004416069174	111
101	10	000000000000010042	HORROR /CREATURE BOX SET (DVD) OTH	X	ZFIN	6004416069181	111
101	11	000000000000010042	HORROR /CREATURE BOX SET (DVD) OTH	X	ZFIN	6004416069181	111
